,1,2,3,4,5,6,7,8
8.0,5702720,6418176,5213502,5385072,6914264,5679432,4187196,5340804
18.0,6517800,6513528,5472666,5653718,7254496,6344560,4427730,5724460
30.0,6810888,6887812,5657310,5975746,7201672,6956296,4723326,6001352
