,2,3,4,5,6,7,8
9.0,4084600,4084600,4204200,4171050,4084600,4084600,4056650
22.0,4305600,4305600,4414150,4386850,4305600,4305600,4275050
34.0,4510350,4510350,4631250,4553250,4510350,4510350,4451850
