,1,2,3,4,5,6,7,8
7.0,12102,11786,11894,12951,13079,11833,11805,11389
15.0,12930,12062,12270,13291,13443,12207,12177,11743
23.0,13311,12551,12483,13654,13545,12569,12538,12034
