,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
7.0/F低層A,7.0,低層,A,4709520,11160,422,321,4,NTM
18.0/F中層A,18.0,中層,A,5093136,11268,452,342,4,NTM
29.0/F高層A,29.0,高層,A,5414508,11979,452,358,4,NTM
7.0/F低層B,7.0,低層,B,4623966,10074,459,379,3,NTM
18.0/F中層B,18.0,中層,B,4795440,11310,424,387,4,NTM
29.0/F高層B,29.0,高層,B,4974368,11732,424,398,4,NTM
7.0/F低層C,7.0,低層,C,4749224,11201,424,361,4,NTM
18.0/F中層C,18.0,中層,C,4894232,11543,424,395,4,NTM
29.0/F高層C,29.0,高層,C,5168136,12189,424,324,3,NTM
7.0/F低層D,7.0,低層,D,5183640,10710,484,339,4,NTM
18.0/F中層D,18.0,中層,D,5380144,11116,484,382,4,NTM
29.0/F高層D,29.0,高層,D,5615852,11603,484,393,4,NTM
7.0/F低層E,7.0,低層,E,4910465,10745,457,393,4,NTM
18.0/F中層E,18.0,中層,E,5191063,11359,457,345,3,NTM
29.0/F高層E,29.0,高層,E,5326335,11655,457,337,3,NTM
7.0/F低層F,7.0,低層,F,4797247,10829,443,376,4,NTM
18.0/F中層F,18.0,中層,F,5111777,11539,443,332,3,NTM
29.0/F高層F,29.0,高層,F,5020032,12304,408,388,3,NTM
7.0/F低層G,7.0,低層,G,4611624,11303,408,356,4,NTM
18.0/F中層G,18.0,中層,G,4782984,11723,408,400,4,NTM
29.0/F高層G,29.0,高層,G,5031048,12331,408,396,3,NTM
7.0/F低層H,7.0,低層,H,4746680,11195,424,387,4,NTM
18.0/F中層H,18.0,中層,H,5032032,11868,424,321,3,NTM
29.0/F高層H,29.0,高層,H,5110048,12052,424,391,4,NTM
