,A,B,C,D,E,F,G,H
8.0,14099,13913,14390,13960,14267,14251,13748,13952
18.0,14585,14428,14622,14554,14470,14419,14214,14470
27.0,14730,14908,15948,15065,14952,14886,14634,14952
