,A,B,C,D,E,F,G,H,J,K
6.0,9621,11038,9405,9907,9713,10050,10568,9624,10029,9666
16.0,9844,10992,10030,9968,10038,10497,10889,10030,10203,9959
25.0,9572,10353,10423,10364,10789,10721,10324,10423,10727,10350
