,1,10,12,14,16,17,19,20,22,23,24,3,4,5,6,8,9
8.0,6340,6158,6089,6158,5248,6121,6132,6174,5455,6056,5220,5161,6074,6117,6158,5270,5247
18.0,6587,6405,6337,6405,5472,6368,6382,6418,5675,6364,6587,5385,6320,6364,6405,5490,5465
28.0,6825,6645,6577,6645,5961,6608,6614,6657,6088,6473,6825,6646,6559,6604,6645,6024,5956
