,1,10,11,12,13,2,3,4,5,6,7,9
2.0,480,580,340,355,370,435,435,435,435,435,435,510
4.0,480,580,340,355,370,435,435,435,435,435,435,510
6.0,350,580,340,355,370,435,435,435,435,330,435,510
