,1,10,11,12,13,14,16,6,7,8,9
3.0,637,597,597,531,535,429,637,427,427,637,637
8.0,637,597,597,531,535,429,637,427,427,637,637
12.0,637,597,597,531,535,429,637,427,427,637,637
