,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層A,6.0,低層,A,6983460,14108,495,318,4,HNP
12.0/F中層A,12.0,中層,A,7233435,14613,495,333,4,HNP
18.0/F高層A,18.0,高層,A,7167105,14479,495,331,3,HNP
6.0/F低層B,6.0,低層,B,7148790,14442,495,323,3,HNP
12.0/F中層B,12.0,中層,B,7416585,14983,495,335,3,HNP
18.0/F高層B,18.0,高層,B,7541820,15236,495,341,3,HNP
6.0/F低層C,6.0,低層,C,8844550,13607,650,363,4,HNP
12.0/F中層C,12.0,中層,C,9272900,14266,650,365,4,HNP
18.0/F高層C,18.0,高層,C,9592050,14757,650,354,4,HNP
6.0/F低層D,6.0,低層,D,8592350,13219,650,325,3,HNP
12.0/F中層D,12.0,中層,D,8990150,13831,650,394,4,HNP
18.0/F高層D,18.0,高層,D,9230000,14200,650,378,4,HNP
