,1,2,3,5,6,7,8,9
12.0,9239166,8168500,8276535,8462502,9139068,8168500,8124232,9543078
28.0,9633528,8730282,8755578,10647171,9882567,8730282,8699189,9889200
43.0,10249191,9170327,9211433,10862442,10237734,9170327,8809332,10436724
