,A,B,C,D,E,F,G,H,J,K,L,M
5.0,6109350,7380999,7508566,7508566,7486197,4957524,5014876,7537023,7508566,7465277,6120576,5938722
14.0,6234188,7642221,7774230,7774230,7751556,5156116,5214324,7801791,7774230,7729755,6336477,6142608
23.0,6149838,7908762,8054126,8054126,8030508,5339300,5399648,8078970,8054126,8010837,6089181,6044280
