,A,B,C,D,E,F,G,H,J,K,L,M
6.0,10822,10432,10822,11086,9730,10816,10816,10432,10887,11092,10432,10775
16.0,10512,10582,10954,11231,9757,10948,10948,10582,11048,11237,10582,10919
25.0,11073,10029,11073,11305,9960,11067,11067,10029,11186,11311,10029,11035
