,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
2.0/F低層A,2.0,低層,A,7168805,8365,857,223,3,NYL
2.0/F中層A,2.0,中層,A,7168805,8365,857,223,3,NYL
4.0/F高層A,4.0,高層,A,7238222,8446,857,223,3,NYL
2.0/F低層B,2.0,低層,B,8087988,8364,967,329,3,NYL
2.0/F中層B,2.0,中層,B,8087988,8364,967,329,3,NYL
4.0/F高層B,4.0,高層,B,8138272,8416,967,293,3,NYL
2.0/F低層C,2.0,低層,C,8159296,8464,964,184,2,NYL
2.0/F中層C,2.0,中層,C,8159296,8464,964,184,2,NYL
4.0/F高層C,4.0,高層,C,8237380,8545,964,185,2,NYL
2.0/F低層D,2.0,低層,D,7383912,8616,857,133,2,NYL
2.0/F中層D,2.0,中層,D,7383912,8616,857,133,2,NYL
4.0/F高層D,4.0,高層,D,7454186,8698,857,133,2,NYL
