,1,10,2,3,4,5,6,7,8
6.0,8452,10336,8732,10206,9469,10312,9703,9703,10336
17.0,8949,10825,9169,10676,9141,10795,9195,9195,10809
27.0,9379,11269,9610,11099,9550,11230,9613,9613,11238
