,subjFloor,floorLv,unitNo,price,npsf,nfa
10.0/F低層A,10.0,低層,A,7044361,15689,449
24.0/F中層A,24.0,中層,A,7161999,15951,449
39.0/F高層A,39.0,高層,A,7221716,16084,449
10.0/F低層B,10.0,低層,B,6081237,15633,389
24.0/F中層B,24.0,中層,B,6318916,16244,389
39.0/F高層B,39.0,高層,B,6582658,16922,389
10.0/F低層C,10.0,低層,C,5878957,15113,389
24.0/F中層C,24.0,中層,C,6265623,16107,389
39.0/F高層C,39.0,高層,C,6439506,16554,389
10.0/F低層D,10.0,低層,D,6950018,15583,446
24.0/F中層D,24.0,中層,D,7061518,15833,446
39.0/F高層D,39.0,高層,D,7507964,16834,446
10.0/F低層E,10.0,低層,E,7076236,15866,446
24.0/F中層E,24.0,中層,E,7338930,16455,446
39.0/F高層E,39.0,高層,E,7247946,16251,446
10.0/F低層F,10.0,低層,F,8622009,15369,561
24.0/F中層F,24.0,中層,F,8931681,15921,561
39.0/F高層F,39.0,高層,F,8919900,15900,561
10.0/F低層G,10.0,低層,G,8426781,15021,561
24.0/F中層G,24.0,中層,G,8867727,15807,561
39.0/F高層G,39.0,高層,G,8785821,15661,561
10.0/F低層H,10.0,低層,H,7256289,16161,449
24.0/F中層H,24.0,中層,H,7453400,16600,449
39.0/F高層H,39.0,高層,H,7539159,16791,449
