,1,10,11,12,2,3,4,5,6,7,8,9
3.0,8962,8940,9079,8862,8984,8985,8964,8962,8729,8199,8481,9007
8.0,9184,9249,9397,9162,9297,9227,9249,9273,9028,9307,8687,9320
12.0,9652,9377,9749,9375,9542,9469,9494,9518,9262,9676,8993,9566
