,A,B,C,D,E,F,G,H
7.0,14298450,15125063,16959894,15502490,14652616,10487204,9533762,14306460
19.0,15938150,16222919,18417023,17442700,15979744,11524870,11388664,16087764
31.0,17952150,17212133,20168196,19741460,17200392,12401326,10933328,17307822
