,A,B,C,D,E,F,G
8.0,5966976,9036980,6990272,6151689,8875190,8684480,5175486
15.0,6034944,9300300,7276594,6402951,9380277,9268560,5386158
22.0,6846336,9641340,7560526,6651252,9757677,9436000,6135822
