,A,B,C,D,E,F,G,H
8.0,5082120,4958145,4782705,5354275,5142540,5050770,5232580,5135590
18.0,5156790,5034240,4985225,5139860,5466585,5188710,5350005,5334145
27.0,5207805,5201250,5237155,5301510,5603385,5397330,5397280,5542155
