,A,B,C,D,E,F,G
8.0,4005876,3778284,5060460,5118828,5063300,4774800,4147748
17.0,4056552,3916800,5429472,5584150,5351775,5073156,4434080
25.0,4261728,4149156,5810628,5812378,5577825,5505924,4796810
