,A,B,C,D,E,F,G,H,J,K
6.0,6611,6607,6589,6611,6853,6745,6612,6660,6689,6853
14.0,6801,6797,6776,6801,7064,6950,6803,6853,6891,7064
23.0,7017,7013,6989,7017,7298,7178,7018,7070,7117,7298
