,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
3.0/F低層1,3.0,低層,1,9515200,12520,760,47,1,KKL
6.0/F中層1,6.0,中層,1,9012840,11859,760,97,2,KKL
10.0/F高層1,10.0,高層,1,8545440,11244,760,102,2,KKL
3.0/F低層2,3.0,低層,2,9515200,12520,760,47,1,KKL
6.0/F中層2,6.0,中層,2,9012840,11859,760,97,2,KKL
10.0/F高層2,10.0,高層,2,8488664,10939,776,101,2,KKL
3.0/F低層3,3.0,低層,3,8691240,12596,690,127,2,KKL
6.0/F中層3,6.0,中層,3,9000360,13044,690,130,2,KKL
10.0/F高層3,10.0,高層,3,8719530,12637,690,138,2,KKL
3.0/F低層4,3.0,低層,4,7866850,18295,430,211,2,KKL
6.0/F中層4,6.0,中層,4,8154520,18964,430,205,2,KKL
10.0/F高層4,10.0,高層,4,7572730,17611,430,240,2,KKL
