,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,3,4,5,6,7,8,9
9.0,14167,14778,14837,14542,14245,14938,14754,14191,14544,14475,14624,14212,14542,14542,14791,14918,14834,14517,14461,14542,14837,14752,14544,14544
16.0,14992,15028,15374,15385,14701,16078,15276,14642,15387,15036,15374,14648,15385,15385,15663,15641,15393,14975,14650,15301,16282,15397,15387,15387
22.0,15203,15560,15436,15332,15290,16064,15724,15004,15334,15462,15436,15114,15332,15332,15895,16114,15632,15059,15202,15509,16596,15600,15334,15334
