,1,10,11,12,13,14,15,16,3,4,5,6,7,8,9
3.0,6239,6446,7134,6381,,6381,6249,6523,6246,6239,,6381,,6446,
4.0,6269,6478,,6412,,6412,6280,6555,6836,6277,,6412,,6509,
