,1,10,2,3,4,5,6,610,7,8,9
3.0,435,236,240,225,225,230,280,531,239,227,228
8.0,435,236,240,225,225,230,296,531,239,228,228
12.0,435,235,240,225,225,230,296,531,239,227,227
