,subjFloor,floorLv,unitNo,price,npsf,nfa
4.0/F低層C,4.0,低層,C,10063375,12985,775
8.0/F中層C,8.0,中層,C,10471800,13512,775
11.0/F高層C,11.0,高層,C,9676650,12486,775
