,A,B,C,D,E,F,G,H,J,K,L,M
8.0,11658,9896,10887,12929,10629,11295,11372,11212,10577,13033,11196,11552
20.0,12827,10472,10649,13582,10552,10629,10912,11768,10534,13543,10534,11761
33.0,12766,12303,12047,14096,11441,12326,12689,12253,11777,13761,12176,12407
