,A,B,C,D,E,F,G,H
4.0,3669660,3915357,3593766,3874233,3616580,3903537,3581600,3950531
8.0,3732930,3982842,3656972,3939353,3679038,3897025,3643390,4018016
13.0,3805820,4065869,3734016,4046801,3756082,3822954,3719240,4100634
