,A,B,C,D,E,F,G,H
5.0,3524880,3195735,3357360,3734690,3918480,3460240,3524880,3434400
8.0,3561740,3224715,3393000,3773230,3958065,3499090,3561740,3428280
11.0,3603160,3268530,3432600,3816690,4003740,3540530,3603160,3019710
