,1,10,2,3,4,5,6,7,8,9
7.0,6675146,5088690,7553236,4970395,7816755,5021322,6498974,7041894,4970395,7816755
18.0,7041894,5364979,8061254,5234253,8248260,5587935,6865722,7456286,5234253,8248260
29.0,7455732,5675353,8536586,5547033,8742975,5626431,7283438,7860152,5547033,8742975
