,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
8.0/F低層A,8.0,低層,A,5956770,13386,445,334,3,NTP
14.0/F中層A,14.0,中層,A,6131210,13778,445,337,3,NTP
21.0/F高層A,21.0,高層,A,6520585,14653,445,390,4,NTP
8.0/F低層B,8.0,低層,B,5281500,14084,375,365,4,NTP
14.0/F中層B,14.0,中層,B,5442000,14512,375,370,4,NTP
21.0/F高層B,21.0,高層,B,5468250,14582,375,356,4,NTP
8.0/F低層C,8.0,低層,C,5295375,14121,375,323,4,NTP
14.0/F中層C,14.0,中層,C,5455875,14549,375,331,4,NTP
21.0/F高層C,21.0,高層,C,5543250,14782,375,329,4,NTP
8.0/F低層D,8.0,低層,D,6235340,14012,445,354,4,NTP
14.0/F中層D,14.0,中層,D,6433810,14458,445,365,4,NTP
21.0/F高層D,21.0,高層,D,6759995,15191,445,353,4,NTP
8.0/F低層E,8.0,低層,E,5991480,13464,445,322,4,NTP
14.0/F中層E,14.0,中層,E,6366615,14307,445,327,4,NTP
21.0/F高層E,21.0,高層,E,6701255,15059,445,315,4,NTP
8.0/F低層F,8.0,低層,F,5254125,14011,375,341,3,NTP
14.0/F中層F,14.0,中層,F,5409375,14425,375,362,3,NTP
21.0/F高層F,21.0,高層,F,5582625,14887,375,372,3,NTP
8.0/F低層G,8.0,低層,G,5295375,14121,375,323,4,NTP
14.0/F中層G,14.0,中層,G,5455875,14549,375,331,4,NTP
21.0/F高層G,21.0,高層,G,5543250,14782,375,329,4,NTP
8.0/F低層H,8.0,低層,H,6210865,13957,445,335,4,NTP
14.0/F中層H,14.0,中層,H,6605135,14843,445,340,4,NTP
21.0/F高層H,21.0,高層,H,6829860,15348,445,321,4,NTP
