,subjFloor,floorLv,unitNo,price,npsf,nfa
5.0/F低層A,5.0,低層,A,24095163,23833,1011
11.0/F中層A,11.0,中層,A,25248714,24974,1011
18.0/F高層A,18.0,高層,A,26613564,26324,1011
5.0/F低層B,5.0,低層,B,25046736,23452,1068
11.0/F中層B,11.0,中層,B,27271380,25535,1068
18.0/F高層B,18.0,高層,B,27661200,25900,1068
5.0/F低層C,5.0,低層,C,20204712,25511,792
11.0/F中層C,11.0,中層,C,21177288,26739,792
18.0/F高層C,18.0,高層,C,22326480,28190,792
5.0/F低層D,5.0,低層,D,21487680,24870,864
11.0/F中層D,11.0,中層,D,22353408,25872,864
18.0/F高層D,18.0,高層,D,23570784,27281,864
