,1,2,3,4,5,6,7,8
7.0,13729,13755,13939,14334,14041,13211,12918,14032
18.0,14382,13101,13763,14218,14172,14595,13540,14311
28.0,14976,13612,14439,14967,14926,15354,13737,15030
