,A,B,C,D,E,F,G,H,I,J
4.0,4614390,4062675,4089514,4090168,4571787,4587132,4333800,4227498,4250700,4776440
8.0,4733190,4269015,4192474,4194680,4692123,4694206,4428350,4334715,4319700,4899248
11.0,4824270,4245930,4273698,4275336,4782375,4786617,4508950,4419360,4444200,4993848
