,10,12,13,14,2,208,3,4,5,6,602,605,7,8
3.0,6342185,5822178,5874336,5874336,4783414,4783414,4783414,4783414,4783414,3856272,4748484,4783414,4811358,4783414
7.0,6575370,6000780,6054048,6054048,4928623,4928623,4928623,4928623,4928623,3987509,4897186,4928623,4958064,4928623
11.0,6794400,2034174,6039264,4314672,5082315,5082315,5082315,5082315,5082315,4112758,5050379,5082315,4600752,3274550
