,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
3.0,15255,15353,15175,15066,14859,15331,15331,15267,15180,13855,14950,14950,16445,14354,15255,15207
6.0,15318,15551,15352,15473,15044,15392,15392,15343,15146,14397,15381,15381,16520,14682,15318,15400
9.0,15503,15747,15573,15664,15232,15580,15580,15527,15559,14816,15568,15568,16716,14857,15567,15586
