,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,3,4,5,6,7,8,9
7.0,12320,12488,12414,12055,12305,12380,12524,12283,12414,12513,12414,12310,12183,11445,12479,12310,12550,12184,12183,12183,12368,12157,12414,12608
18.0,12937,13023,12971,12013,12493,12986,12996,12950,12971,13206,12971,12789,11744,11886,13150,13152,13249,12967,12245,12245,13046,12692,12971,13050
28.0,13211,13464,13355,12589,12736,13250,13392,13339,13355,13472,13355,13018,12589,12144,13355,12991,13498,13355,12589,12789,13355,13038,13355,13355
