,A,B,C,D,E,F,G,H,J,K,L,M
6.0,8816,8814,8814,8430,9002,9139,8816,8959,8935,8858,9571,8773
14.0,9045,9043,9043,8483,9176,9156,9045,8988,9076,8981,9839,8973
23.0,9294,9292,9292,8760,9437,9417,9294,9244,9190,9259,9821,9128
