,A,B,C,D,E,F,G,H
3.0,12557,12509,12194,13284,12670,12628,12552,12890
6.0,12803,12737,12436,13617,12902,12883,12798,13136
8.0,12969,12917,12598,13804,13087,13049,12964,13303
