,A,B,C,D,E,F,G,H
5.0,11981,12390,12651,12932,12852,12327,11624,11897
12.0,12315,12441,12975,13220,13211,12716,11864,11889
21.0,12630,12843,13399,13125,13694,12967,12191,12411
