,1,2,3,4,5,6,7,8
6.0,6436251,6857400,5774239,5454000,6413949,6654450,5288618,5433200
17.0,6653961,6925050,5659014,5439600,6632721,6997100,5407614,5666000
28.0,7012386,7206650,5921308,5662000,6992208,7345250,5699238,5715200
