,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
8.0/F低層A,8.0,低層,A,5025975,17635,285,371,3,NST
18.0/F中層A,18.0,中層,A,5166195,18127,285,366,3,NST
27.0/F高層A,27.0,高層,A,5369400,18840,285,368,3,NST
8.0/F低層B,8.0,低層,B,4952445,17377,285,328,3,NST
18.0/F中層B,18.0,中層,B,5132565,18009,285,361,3,NST
27.0/F高層B,27.0,高層,B,5311260,18636,285,400,4,NST
8.0/F低層C,8.0,低層,C,5186220,17004,305,357,3,NST
18.0/F中層C,18.0,中層,C,5392705,17681,305,419,3,NST
27.0/F高層C,27.0,高層,C,5646160,18512,305,382,3,NST
8.0/F低層D,8.0,低層,D,5294800,17360,305,332,3,NST
18.0/F中層D,18.0,中層,D,5232580,17156,305,322,3,NST
27.0/F高層D,27.0,高層,D,5341770,17514,305,325,3,NST
8.0/F低層E,8.0,低層,E,4967550,17430,285,387,3,NST
18.0/F中層E,18.0,中層,E,5184150,18190,285,423,3,NST
27.0/F高層E,27.0,高層,E,5381940,18884,285,416,3,NST
8.0/F低層F,8.0,低層,F,5089530,17858,285,359,3,NST
18.0/F中層F,18.0,中層,F,5454615,19139,285,356,3,NST
27.0/F高層F,27.0,高層,F,5587140,19604,285,348,3,NST
8.0/F低層G,8.0,低層,G,5168530,16946,305,365,3,NST
18.0/F中層G,18.0,中層,G,5274060,17292,305,366,3,NST
27.0/F高層G,27.0,高層,G,5530870,18134,305,370,3,NST
8.0/F低層H,8.0,低層,H,5220990,17118,305,372,4,NST
18.0/F中層H,18.0,中層,H,5278940,17308,305,367,4,NST
27.0/F高層H,27.0,高層,H,5526600,18120,305,373,4,NST
