,1,10,11,12,13,14,15,16,17,18,2,3,4,5,6,7,8,9
7.0,3165235,4269122,3057256,3165235,3165235,2718480,4269122,2906794,2777390,3165235,2653808,4269122,2940575,2700390,3774816,3834656,2777390,2965809
18.0,3342435,4511910,2871136,3342435,3342435,2871136,4511910,3072036,2933700,3342435,2774504,4511910,3110294,2849385,3985888,4110464,2933700,3124132
28.0,3487296,4720014,2993712,3487296,3487296,2993712,4720014,3206346,3059595,3487296,2923776,5068648,3231987,2967195,4161600,4223616,3059595,3256814
