,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
3.0/F低層A,3.0,低層,A,14025775,15163,925,322,4,KKC
7.0/F中層A,7.0,中層,A,14462375,15635,925,327,4,KKC
10.0/F高層A,10.0,高層,A,14797225,15997,925,315,4,KKC
3.0/F低層B,3.0,低層,B,13372392,15059,888,266,3,KKC
7.0/F中層B,7.0,中層,B,13768440,15505,888,266,3,KKC
10.0/F高層B,10.0,高層,B,32697973,18463,1771,250,3,KKC
3.0/F低層C,3.0,低層,C,15821325,15025,1053,252,3,KKC
7.0/F中層C,7.0,中層,C,16299387,15479,1053,255,3,KKC
10.0/F高層C,10.0,高層,C,16676361,15837,1053,247,3,KKC
3.0/F低層D,3.0,低層,D,11723682,15069,778,196,3,KKC
7.0/F中層D,7.0,中層,D,12072226,15517,778,198,3,KKC
10.0/F高層D,10.0,高層,D,12349194,15873,778,191,3,KKC
3.0/F低層E,3.0,低層,E,12652200,14850,852,215,3,KKC
7.0/F中層E,7.0,中層,E,13029636,15293,852,217,3,KKC
10.0/F高層E,10.0,高層,E,13330392,15646,852,210,3,KKC
3.0/F低層F,3.0,低層,F,12224602,13598,899,269,3,KKC
7.0/F中層F,7.0,中層,F,12624657,14043,899,283,3,KKC
10.0/F高層F,10.0,高層,F,12902448,14352,899,283,3,KKC
