,A,B,C,D,E,F,G,H
5.0,11367,11338,11567,11547,10912,11531,10518,11365
9.0,11690,11570,11821,11783,11365,11769,10573,11600
13.0,11928,11744,12061,11541,11365,12007,10986,11828
