,1,10,11,12,2,3,4,5,6,7,8,9
2.0,3266475,3622510,3201500,2792535,3489201,3469205,3472645,3246590,3417025,3255805,3547320,3241740
3.0,3282965,3635900,3169675,2806645,3424235,3401790,3490670,3263080,3434535,3272780,3574615,3258230
4.0,3215065,3545775,3183450,2813285,3440200,3332435,3506635,3234465,3449985,3237860,3566890,3229130
