,subjFloor,floorLv,unitNo,price,npsf,nfa
3.0/F低層A,3.0,低層,A,4238544,6224,681
5.0/F中層A,5.0,中層,A,4301196,6316,681
6.0/F高層A,6.0,高層,A,4332522,6362,681
3.0/F低層B,3.0,低層,B,4023995,6337,635
5.0/F中層B,5.0,中層,B,4083685,6431,635
6.0/F高層B,6.0,高層,B,4113530,6478,635
3.0/F低層C,3.0,低層,C,2458968,7066,348
5.0/F中層C,5.0,中層,C,2495508,7171,348
6.0/F高層C,6.0,高層,C,2513604,7223,348
3.0/F低層D,3.0,低層,D,2621096,6971,376
5.0/F中層D,5.0,中層,D,2659824,7074,376
6.0/F高層D,6.0,高層,D,2679376,7126,376
3.0/F低層E,3.0,低層,E,2621096,6971,376
5.0/F中層E,5.0,中層,E,2659824,7074,376
6.0/F高層E,6.0,高層,E,2679376,7126,376
3.0/F低層G,3.0,低層,G,2754150,6450,427
5.0/F中層G,5.0,中層,G,2795142,6546,427
6.0/F高層G,6.0,高層,G,2815638,6594,427
3.0/F低層H,3.0,低層,H,2914702,6826,427
5.0/F中層H,5.0,中層,H,2957829,6927,427
6.0/F高層H,6.0,高層,H,2979606,6978,427
