,1,10,11,12,13,14,1902,2,3,4,5,512,6,7,8,811,9
9.0,583,580,580,590,1080,1160,580,580,605,580,580,590,590,583,580,580,605
17.0,580,580,580,590,1080,1080,580,580,605,580,580,590,590,580,580,580,605
25.0,580,580,580,590,1080,1160,580,580,605,580,580,590,590,580,580,580,605
