,A,B,C,D,E,F,G,H,J,K
7.0,10489,10827,10760,9524,9294,13746,14673,14584,13942,9731
16.0,10776,11213,11194,9874,9666,14138,15131,15681,14516,10186
22.0,10871,11417,11479,10149,9912,14773,15571,16066,15073,10479
