,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9
5.0,7239824,5857890,5115744,4797520,4758390,4560465,4554919,4797520,4797520,4797520,5911488,4978370,4970340,4970340,4978370
8.0,7385293,5975880,5218416,4893525,4857125,3899805,4622555,4893525,4893525,4893525,6030720,5078272,5070510,5070510,5078272
10.0,7482516,6053970,5286864,4958135,4918095,4958135,4708928,4958135,4958135,4958135,6109632,5144714,4997052,5136813,5144714
