,14,16,19,20,27,31,33,5
6.0,9396,9401,9021,9370,9396,9877,9318,9396
10.0,9559,9563,9160,9532,9559,10081,9479,9559
15.0,9761,9766,9338,9734,9761,10410,9680,9761
