,1,10,11,12,13,14,15,16,17,17 & 18,18,2,3,4,5,6,7,8,810,9
2.0,360,315,450,360,360,375,255,245,315,650,335,335,335,335,335,320,293,370,315,365
5.0,360,315,450,360,360,375,255,245,315,650,335,335,335,335,335,320,293,370,315,365
8.0,400,315,450,360,360,375,255,245,315,650,335,335,435,335,510,320,293,370,315,370
