,A,B,C,D,E,F,G,H,J,K,L,M
7.0,11855,11318,10212,11360,11296,11986,12091,11264,11350,11296,11296,11758
18.0,11976,10684,10353,10615,10630,11974,12338,10696,10616,10630,10630,11919
28.0,11915,10828,10667,10755,10755,11938,12065,10911,11401,10755,10755,12069
