,1,10,11,12,13,14,15,16,17,18,19,2,20,4,5,6,7,8,9
7.0,12794,13007,12987,6304,5250,5227,5360,5392,6685,6385,6433,6304,13143,5227,5360,5296,6331,6368,6304
20.0,13433,13318,13780,6727,5552,6068,5650,5650,7099,6749,6804,6799,13976,5552,5650,5625,6697,6774,6781
32.0,14146,14017,14439,7156,5850,5831,5985,5985,7586,7138,7162,7156,14692,5850,6030,5979,7045,7136,7156
