,1,10,11,12,15,16,17,18,19,2,20,21,22,3,5,6,7,8,9
16.0,8660190,8054500,8312500,8568335,8695512,8083205,8605948,8080576,8349210,7811850,8658760,8996571,8900241,9081528,8147720,7919629,8126082,8686093,8212800
22.0,8664253,8131544,8324375,8325564,8612412,9062523,8887617,8411376,8913100,7773840,8220363,9446580,9404512,8289463,8019304,8214448,8123940,8103585,8619135
28.0,9146215,8459437,8082125,8720208,9179634,9401670,9350922,9160144,9414120,8070256,8668101,9979164,9771996,9758595,8510943,8354808,8420632,8197024,8982834
