,A,B,C,D,E,F,G,H
20.0,10176905,11833712,12104554,9827270,7300800,6808544,6343560,7194330
38.0,10159790,12858366,12494718,9704205,7441785,7176218,6609190,7647705
59.0,10674922,12744270,12590235,10509664,7340354,7272144,7229904,7844778
