,A,B,C,D,E,F,G
3.0,13785075,8804955,9073621,8893653,8538525,12377169,9478560
7.0,14090166,9255315,9293660,9121425,8765260,12652041,8851000
11.0,14374731,9185120,9516511,9353415,8954320,12843218,9062756
