,A,B,C,D,E,F,G,H
4.0,12689,12638,12343,12751,12604,12545,12472,12407
9.0,12998,12960,12253,13286,12923,13037,12495,12731
14.0,13315,12901,12949,13486,13237,13161,13078,13121
