,subjFloor,floorLv,unitNo,price,npsf,nfa
5.0/F低層A,5.0,低層,A,4711980,11219,420
12.0/F中層A,12.0,中層,A,4841340,11527,420
18.0/F高層A,18.0,高層,A,4798080,11424,420
5.0/F低層B,5.0,低層,B,4808605,11587,415
12.0/F中層B,12.0,中層,B,5056360,12184,415
18.0/F高層B,18.0,高層,B,5039345,12143,415
5.0/F低層C,5.0,低層,C,4706515,11341,415
12.0/F中層C,12.0,中層,C,4879985,11759,415
18.0/F高層C,18.0,高層,C,4771670,11498,415
5.0/F低層D,5.0,低層,D,4494420,10701,420
12.0/F中層D,12.0,中層,D,4647720,11066,420
18.0/F高層D,18.0,高層,D,4786740,11397,420
5.0/F低層E,5.0,低層,E,4751040,11312,420
12.0/F中層E,12.0,中層,E,4924920,11726,420
18.0/F高層E,18.0,高層,E,4842180,11529,420
5.0/F低層F,5.0,低層,F,4578695,11033,415
12.0/F中層F,12.0,中層,F,4741790,11426,415
18.0/F高層F,18.0,高層,F,4659025,11795,395
5.0/F低層G,5.0,低層,G,4574130,11022,415
12.0/F中層G,12.0,中層,G,4737225,11415,415
18.0/F高層G,18.0,高層,G,4857160,11704,415
5.0/F低層H,5.0,低層,H,4753140,11317,420
12.0/F中層H,12.0,中層,H,4928280,11734,420
18.0/F高層H,18.0,高層,H,4819920,11476,420
