,A,B,C,D,E,F,G
4.0,8409206,6668480,7902279,6682942,10095975,6584916,9573960
11.0,8752026,7360976,9103185,7041767,10486800,7253662,11821260
18.0,10473994,10098000,10424295,7345032,11073375,7841522,12260160
