,1,10,11,12,2,3,4,5,6,7,8,9
6.0,13670,12671,14278,11258,13612,13464,12496,14309,14362,13692,13836,13290
13.0,13987,12957,14903,11766,13928,13778,13384,11995,15122,14277,14143,13632
20.0,14546,14152,15512,12260,14485,14329,13926,12502,15623,14533,14698,12520
