,subjFloor,floorLv,unitNo,price,npsf,nfa
7.0/F低層1,7.0,低層,1,,,
10.0/F中層1,10.0,中層,1,,,
13.0/F高層1,13.0,高層,1,,,
7.0/F低層A,7.0,低層,A,,,
10.0/F中層A,10.0,中層,A,,,
13.0/F高層A,13.0,高層,A,,,
7.0/F低層B,7.0,低層,B,,,
10.0/F中層B,10.0,中層,B,,,
13.0/F高層B,13.0,高層,B,,,
7.0/F低層C,7.0,低層,C,7150768,12079,592
10.0/F中層C,10.0,中層,C,7296400,12325,592
13.0/F高層C,13.0,高層,C,7442032,12571,592
7.0/F低層D,7.0,低層,D,,,
10.0/F中層D,10.0,中層,D,,,
13.0/F高層D,13.0,高層,D,,,
7.0/F低層E,7.0,低層,E,,,
10.0/F中層E,10.0,中層,E,,,
13.0/F高層E,13.0,高層,E,,,
7.0/F低層F,7.0,低層,F,6686537,15301,437
10.0/F中層F,10.0,中層,F,6817200,15600,437
13.0/F高層F,13.0,高層,F,6948300,15900,437
7.0/F低層G,7.0,低層,G,,,
10.0/F中層G,10.0,中層,G,5556206,12158,457
13.0/F高層G,13.0,高層,G,5666800,12400,457
