,1,2,3,4,5,6,7,8
13.0,10142,10009,10087,9952,10500,10130,10880,9914
22.0,10272,10115,10404,10634,10963,10627,11304,10822
30.0,10542,10539,10687,10544,11011,10850,11660,10503
